age;job;marital;education;default;housing;loan;poutcome
37;technician;married;secondary;no;yes;no;unknown
43;management;single;tertiary;no;yes;no;unknown
46;services;married;secondary;no;yes;no;other
40;services;married;secondary;no;yes;no;unknown
44;blue-collar;married;secondary;no;yes;no;unknown
32;management;single;tertiary;no;yes;no;failure
43;management;married;tertiary;no;yes;no;other
40;blue-collar;married;primary;no;yes;no;failure
46;entrepreneur;married;secondary;no;yes;no;failure
38;blue-collar;married;secondary;no;yes;no;other
36;blue-collar;married;primary;no;yes;no;unknown
28;technician;single;secondary;no;yes;no;unknown
42;blue-collar;married;primary;no;no;no;failure
41;blue-collar;married;primary;no;yes;no;unknown
33;management;married;tertiary;no;yes;no;unknown
35;technician;single;secondary;no;yes;no;failure
36;admin.;divorced;secondary;no;yes;no;other
36;blue-collar;married;secondary;no;yes;no;unknown
45;blue-collar;married;primary;no;yes;no;unknown
47;housemaid;married;secondary;no;yes;no;unknown
43;blue-collar;married;secondary;no;yes;no;unknown
28;technician;married;secondary;no;yes;no;failure
42;blue-collar;single;unknown;no;yes;no;failure
46;services;married;secondary;no;yes;yes;unknown
46;entrepreneur;single;tertiary;no;yes;no;failure
33;technician;married;secondary;no;yes;no;unknown
40;blue-collar;married;unknown;no;yes;no;unknown
39;blue-collar;married;primary;no;no;no;other
47;services;married;secondary;no;yes;no;unknown
48;blue-collar;married;secondary;no;yes;no;other
39;management;married;tertiary;no;yes;no;other
37;blue-collar;married;primary;no;yes;no;other
54;retired;divorced;tertiary;no;yes;no;unknown
30;management;single;secondary;no;yes;no;unknown
57;retired;married;primary;no;yes;no;failure
39;blue-collar;married;primary;no;yes;no;failure
50;housemaid;married;secondary;no;yes;no;unknown
29;student;single;secondary;no;yes;no;failure
48;blue-collar;married;primary;no;yes;no;unknown
38;technician;single;tertiary;no;yes;no;failure
31;admin.;single;tertiary;no;yes;no;failure
30;technician;single;secondary;no;yes;no;unknown
47;blue-collar;single;primary;no;yes;no;other
27;technician;married;secondary;no;no;no;unknown
41;admin.;single;secondary;no;yes;no;other
42;admin.;divorced;secondary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;no;failure
33;services;married;secondary;no;yes;no;other
42;services;married;secondary;no;yes;yes;failure
43;blue-collar;married;secondary;no;yes;no;failure
47;blue-collar;married;primary;no;yes;no;unknown
34;management;single;tertiary;no;yes;no;failure
22;student;single;secondary;no;yes;no;unknown
40;management;married;tertiary;no;yes;no;unknown
57;retired;divorced;secondary;no;yes;no;failure
27;blue-collar;single;secondary;no;no;no;other
33;blue-collar;married;secondary;no;yes;yes;failure
40;management;single;tertiary;no;yes;no;failure
50;blue-collar;married;primary;no;yes;no;unknown
47;services;married;secondary;no;yes;yes;unknown
55;retired;married;secondary;no;yes;no;failure
36;blue-collar;married;primary;no;yes;no;failure
28;admin.;married;secondary;no;yes;no;unknown
25;blue-collar;single;secondary;no;yes;no;unknown
28;management;married;tertiary;no;yes;no;unknown
32;blue-collar;married;secondary;no;no;no;other
33;admin.;married;secondary;no;yes;no;failure
56;management;divorced;tertiary;no;yes;no;unknown
40;blue-collar;single;secondary;no;yes;no;failure
32;management;single;tertiary;no;yes;yes;failure
46;blue-collar;married;primary;no;no;no;failure
34;admin.;married;primary;no;yes;no;failure
33;blue-collar;married;primary;no;yes;no;unknown
51;services;single;secondary;no;yes;no;failure
58;blue-collar;married;secondary;no;yes;no;unknown
30;technician;single;secondary;no;no;no;failure
36;technician;married;tertiary;no;yes;no;unknown
38;services;married;secondary;no;yes;no;unknown
32;services;single;secondary;no;yes;no;failure
47;entrepreneur;married;tertiary;no;yes;no;unknown
38;technician;single;secondary;no;yes;no;failure
34;admin.;single;primary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
28;blue-collar;single;primary;no;yes;no;failure
54;technician;married;secondary;no;yes;no;unknown
38;technician;single;secondary;no;yes;no;failure
33;management;divorced;tertiary;no;yes;yes;failure
31;blue-collar;married;secondary;no;yes;yes;unknown
35;admin.;single;secondary;no;yes;no;unknown
31;blue-collar;single;secondary;no;yes;no;failure
38;technician;single;secondary;no;yes;no;unknown
42;unemployed;married;primary;yes;yes;no;failure
27;management;single;tertiary;no;yes;no;other
32;services;married;secondary;no;yes;no;failure
49;entrepreneur;single;secondary;no;no;no;unknown
49;blue-collar;single;secondary;no;yes;no;other
36;blue-collar;single;secondary;no;yes;no;unknown
37;services;married;secondary;no;yes;yes;failure
37;blue-collar;divorced;secondary;no;yes;no;failure
33;admin.;married;secondary;no;yes;yes;unknown
45;blue-collar;married;primary;no;yes;no;unknown
28;blue-collar;single;secondary;no;yes;no;unknown
42;blue-collar;divorced;secondary;no;yes;yes;unknown
33;self-employed;married;primary;no;yes;no;unknown
28;blue-collar;single;secondary;yes;yes;yes;failure
29;blue-collar;married;secondary;no;yes;no;unknown
39;services;married;primary;no;yes;yes;unknown
50;management;married;tertiary;no;yes;no;failure
36;technician;single;secondary;no;yes;no;failure
30;blue-collar;married;primary;no;yes;no;unknown
35;blue-collar;single;primary;no;yes;no;unknown
31;services;divorced;secondary;no;yes;no;unknown
38;services;single;primary;no;yes;no;unknown
30;services;single;secondary;no;yes;no;unknown
51;blue-collar;married;primary;no;yes;no;failure
50;management;divorced;tertiary;no;yes;yes;failure
23;services;married;secondary;no;yes;yes;failure
33;services;married;secondary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;other
28;services;married;secondary;no;yes;no;unknown
33;blue-collar;married;secondary;no;yes;no;success
47;blue-collar;married;primary;no;yes;no;unknown
46;blue-collar;single;secondary;no;yes;no;unknown
42;admin.;single;secondary;no;yes;no;unknown
35;blue-collar;married;secondary;no;no;no;unknown
48;blue-collar;married;secondary;no;yes;no;unknown
33;management;married;tertiary;no;yes;no;unknown
41;blue-collar;single;secondary;no;yes;no;unknown
29;self-employed;single;secondary;no;yes;no;unknown
38;blue-collar;married;primary;no;yes;no;unknown
39;technician;divorced;secondary;no;yes;yes;failure
55;self-employed;married;tertiary;no;yes;no;unknown
38;management;single;tertiary;no;yes;no;other
38;admin.;married;secondary;no;yes;yes;unknown
47;housemaid;single;primary;no;yes;no;unknown
37;services;single;secondary;no;yes;no;unknown
38;blue-collar;married;primary;no;no;no;unknown
30;admin.;divorced;secondary;no;yes;no;unknown
31;self-employed;single;tertiary;no;yes;no;unknown
59;blue-collar;divorced;secondary;no;yes;no;unknown
33;management;single;tertiary;no;yes;no;unknown
58;blue-collar;married;secondary;no;yes;no;failure
38;blue-collar;married;primary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;failure
39;technician;single;secondary;no;yes;no;other
55;management;divorced;tertiary;no;yes;yes;success
35;blue-collar;married;secondary;no;yes;no;failure
38;blue-collar;married;primary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
37;services;married;secondary;no;no;no;other
44;technician;married;tertiary;no;yes;no;unknown
44;blue-collar;married;secondary;no;yes;no;unknown
31;self-employed;married;secondary;no;yes;no;failure
32;services;married;secondary;no;yes;no;unknown
43;housemaid;single;primary;no;yes;no;unknown
55;blue-collar;married;primary;no;yes;no;failure
39;blue-collar;married;primary;no;yes;no;unknown
31;services;single;secondary;no;yes;no;unknown
33;technician;married;secondary;no;yes;no;failure
44;entrepreneur;married;tertiary;no;yes;no;unknown
33;management;divorced;tertiary;no;yes;no;failure
39;management;divorced;tertiary;no;no;yes;unknown
57;admin.;single;secondary;no;yes;no;unknown
30;blue-collar;married;secondary;no;yes;no;failure
34;blue-collar;married;secondary;no;yes;no;unknown
42;blue-collar;married;secondary;no;yes;no;failure
50;blue-collar;married;primary;no;yes;no;failure
42;unemployed;married;secondary;no;yes;no;unknown
45;technician;divorced;tertiary;no;yes;yes;unknown
44;unemployed;divorced;secondary;no;yes;no;other
49;blue-collar;divorced;unknown;no;yes;no;unknown
38;services;single;primary;no;yes;no;failure
32;blue-collar;married;primary;no;yes;no;failure
42;services;married;secondary;no;yes;no;unknown
28;admin.;divorced;secondary;no;yes;no;success
33;technician;single;tertiary;no;yes;no;unknown
32;technician;married;secondary;no;yes;no;other
48;blue-collar;married;secondary;no;yes;no;unknown
41;technician;single;primary;no;yes;no;failure
33;blue-collar;married;secondary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
46;services;married;primary;no;yes;no;unknown
27;admin.;single;secondary;no;no;no;unknown
36;blue-collar;married;primary;no;no;no;failure
45;entrepreneur;married;primary;no;yes;no;failure
24;student;single;secondary;no;yes;no;other
32;blue-collar;single;secondary;no;no;no;failure
50;blue-collar;married;primary;no;yes;no;failure
49;blue-collar;married;secondary;no;yes;no;unknown
32;technician;married;tertiary;no;yes;yes;failure
25;management;single;tertiary;no;yes;no;unknown
48;services;single;primary;no;no;no;unknown
43;management;divorced;tertiary;no;no;no;failure
46;admin.;divorced;secondary;no;yes;no;unknown
32;blue-collar;single;primary;no;yes;no;unknown
30;blue-collar;married;primary;no;yes;yes;unknown
53;admin.;single;secondary;no;yes;no;unknown
35;management;single;tertiary;no;no;no;unknown
33;blue-collar;married;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
33;management;married;secondary;no;yes;no;failure
34;blue-collar;single;secondary;no;yes;no;failure
45;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;yes;unknown
52;blue-collar;married;secondary;no;yes;no;success
27;services;single;secondary;no;yes;no;unknown
50;admin.;married;primary;no;yes;no;failure
37;management;single;tertiary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;failure
35;blue-collar;single;unknown;no;no;no;unknown
28;admin.;single;secondary;no;yes;no;unknown
27;blue-collar;divorced;secondary;no;yes;no;failure
32;blue-collar;single;secondary;no;no;yes;unknown
42;blue-collar;single;secondary;no;yes;yes;failure
50;housemaid;married;secondary;no;yes;no;failure
34;technician;single;secondary;no;yes;no;unknown
29;management;single;tertiary;no;yes;no;unknown
53;admin.;married;secondary;no;no;yes;unknown
40;technician;divorced;secondary;no;yes;no;unknown
39;management;married;tertiary;no;yes;no;other
27;student;single;secondary;no;yes;no;failure
38;admin.;single;secondary;no;no;no;failure
35;blue-collar;married;secondary;no;yes;yes;failure
35;blue-collar;married;secondary;no;yes;no;unknown
35;admin.;married;secondary;no;yes;no;failure
33;management;married;tertiary;no;yes;no;unknown
40;blue-collar;married;primary;no;yes;no;unknown
52;blue-collar;married;secondary;no;no;yes;success
43;blue-collar;married;primary;no;yes;no;unknown
36;services;married;primary;no;yes;no;failure
42;entrepreneur;married;primary;no;yes;no;failure
39;management;married;tertiary;no;yes;no;unknown
37;management;married;tertiary;no;yes;no;failure
51;blue-collar;married;primary;no;yes;no;unknown
29;management;single;tertiary;no;yes;no;failure
36;blue-collar;married;secondary;no;yes;yes;unknown
29;blue-collar;married;primary;no;yes;no;unknown
28;technician;single;secondary;no;yes;no;failure
42;blue-collar;single;secondary;no;yes;no;unknown
29;blue-collar;single;primary;no;yes;no;unknown
32;blue-collar;married;secondary;no;yes;no;failure
35;blue-collar;married;secondary;no;no;no;failure
43;services;married;secondary;no;yes;no;unknown
26;blue-collar;single;secondary;no;yes;no;unknown
50;management;married;secondary;no;yes;no;other
41;blue-collar;married;secondary;no;yes;no;other
36;management;single;tertiary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;yes;unknown
40;blue-collar;divorced;primary;no;yes;no;other
34;management;married;tertiary;no;yes;no;unknown
40;blue-collar;married;secondary;no;yes;no;other
45;blue-collar;married;primary;no;yes;no;unknown
28;management;single;tertiary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;yes;other
31;admin.;single;secondary;no;yes;no;failure
32;services;single;secondary;no;yes;no;unknown
35;blue-collar;divorced;primary;no;yes;no;unknown
34;blue-collar;single;secondary;no;yes;no;unknown
39;admin.;married;secondary;no;yes;yes;other
32;unemployed;married;primary;no;yes;no;failure
38;management;married;tertiary;no;yes;yes;unknown
41;blue-collar;married;secondary;no;no;no;unknown
44;blue-collar;married;primary;no;yes;no;failure
32;management;single;secondary;no;yes;no;other
44;blue-collar;married;secondary;no;yes;no;failure
35;blue-collar;married;primary;no;yes;no;failure
34;services;married;secondary;no;yes;no;unknown
31;management;married;tertiary;no;yes;no;failure
33;services;married;secondary;no;yes;yes;unknown
49;entrepreneur;married;primary;no;yes;yes;unknown
32;blue-collar;single;secondary;no;yes;no;unknown
37;management;married;tertiary;no;no;no;failure
54;blue-collar;single;primary;no;yes;no;unknown
32;management;single;tertiary;no;yes;no;unknown
44;blue-collar;divorced;primary;no;yes;no;failure
45;management;divorced;tertiary;no;yes;no;unknown
37;technician;divorced;secondary;no;yes;no;unknown
40;self-employed;married;primary;no;yes;no;other
48;blue-collar;married;secondary;no;yes;no;other
43;blue-collar;married;secondary;no;yes;no;failure
52;admin.;married;secondary;no;yes;yes;unknown
39;admin.;divorced;secondary;no;yes;no;unknown
58;retired;single;tertiary;no;yes;no;unknown
34;admin.;married;tertiary;no;yes;no;unknown
55;entrepreneur;married;tertiary;no;yes;yes;unknown
37;blue-collar;married;secondary;no;yes;yes;unknown
25;technician;single;tertiary;no;yes;yes;failure
53;admin.;married;secondary;no;yes;no;failure
34;management;single;tertiary;no;yes;no;failure
47;management;divorced;tertiary;no;yes;no;failure
34;technician;married;secondary;no;yes;no;unknown
32;blue-collar;single;primary;no;yes;no;unknown
36;blue-collar;divorced;secondary;no;yes;no;failure
38;blue-collar;single;secondary;no;no;no;unknown
50;blue-collar;married;primary;no;yes;no;failure
51;blue-collar;married;primary;no;yes;no;failure
28;housemaid;married;secondary;yes;yes;yes;failure
47;blue-collar;married;primary;no;yes;no;failure
42;admin.;single;secondary;no;yes;no;unknown
27;admin.;single;secondary;no;yes;no;unknown
37;management;married;tertiary;no;yes;no;unknown
48;admin.;divorced;secondary;no;yes;no;unknown
32;services;married;secondary;no;yes;no;failure
47;admin.;married;secondary;no;yes;no;unknown
29;admin.;married;secondary;no;yes;no;unknown
37;management;single;tertiary;no;yes;no;other
52;blue-collar;married;secondary;no;yes;no;unknown
36;technician;married;secondary;no;yes;no;failure
58;retired;married;primary;no;yes;yes;unknown
45;blue-collar;married;secondary;no;yes;no;other
21;blue-collar;single;secondary;no;yes;yes;unknown
31;blue-collar;married;primary;no;yes;no;failure
35;services;single;secondary;no;yes;yes;other
31;admin.;married;secondary;no;yes;no;unknown
59;management;married;secondary;no;no;no;failure
39;blue-collar;married;primary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;unknown
35;services;single;secondary;no;yes;yes;unknown
35;technician;single;secondary;no;yes;no;unknown
34;technician;married;secondary;no;yes;no;unknown
35;unemployed;single;secondary;no;yes;no;unknown
36;management;married;tertiary;no;yes;no;failure
36;blue-collar;single;secondary;yes;yes;no;unknown
32;management;single;secondary;no;yes;no;failure
29;blue-collar;married;secondary;no;yes;no;unknown
38;blue-collar;single;secondary;no;yes;no;failure
40;services;married;secondary;no;yes;yes;failure
30;services;divorced;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;failure
46;blue-collar;divorced;primary;no;yes;no;unknown
49;admin.;divorced;primary;no;yes;no;unknown
45;management;divorced;tertiary;yes;yes;no;unknown
28;technician;single;tertiary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;failure
30;services;divorced;secondary;no;yes;no;success
34;self-employed;single;tertiary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
41;admin.;married;secondary;no;yes;no;failure
44;blue-collar;divorced;secondary;no;yes;no;failure
37;technician;single;secondary;no;no;no;unknown
33;services;married;secondary;no;yes;no;failure
35;blue-collar;divorced;secondary;no;yes;no;unknown
51;admin.;married;secondary;no;yes;no;unknown
51;blue-collar;divorced;primary;no;yes;no;unknown
39;blue-collar;married;primary;no;yes;no;unknown
30;admin.;married;secondary;no;yes;no;failure
50;services;married;secondary;no;yes;no;unknown
45;blue-collar;divorced;primary;no;yes;no;unknown
44;blue-collar;divorced;primary;no;yes;no;unknown
32;services;married;secondary;no;no;no;failure
34;management;married;tertiary;no;yes;no;unknown
55;blue-collar;divorced;unknown;no;yes;no;unknown
37;housemaid;divorced;secondary;no;yes;no;failure
31;blue-collar;married;primary;no;yes;no;unknown
42;blue-collar;married;primary;no;yes;no;unknown
32;blue-collar;married;secondary;no;yes;no;unknown
43;management;divorced;secondary;no;yes;yes;unknown
33;services;married;secondary;no;yes;no;unknown
47;blue-collar;married;primary;no;no;yes;failure
32;management;single;tertiary;no;yes;no;unknown
43;self-employed;divorced;secondary;no;yes;no;failure
34;blue-collar;married;secondary;no;yes;no;success
29;entrepreneur;married;secondary;no;yes;no;unknown
59;blue-collar;married;primary;no;yes;no;failure
47;management;married;secondary;no;yes;no;unknown
45;entrepreneur;divorced;tertiary;no;yes;no;unknown
45;blue-collar;married;tertiary;no;yes;yes;unknown
56;management;divorced;primary;no;yes;no;other
37;blue-collar;married;secondary;no;yes;no;failure
52;services;married;primary;no;yes;no;unknown
29;technician;single;secondary;no;yes;yes;unknown
48;services;divorced;secondary;no;yes;yes;unknown
32;management;divorced;tertiary;no;yes;no;failure
37;management;single;tertiary;no;yes;no;failure
50;management;married;primary;no;yes;no;unknown
36;blue-collar;single;primary;no;yes;no;unknown
36;management;single;tertiary;no;yes;no;unknown
33;blue-collar;single;primary;no;yes;no;unknown
59;admin.;married;secondary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;failure
35;blue-collar;single;secondary;no;yes;no;unknown
30;blue-collar;married;primary;no;yes;no;failure
40;services;divorced;secondary;no;yes;no;failure
34;unemployed;married;secondary;no;yes;no;unknown
31;blue-collar;married;secondary;no;yes;yes;unknown
31;blue-collar;married;secondary;no;yes;no;other
36;blue-collar;married;primary;no;yes;yes;unknown
44;management;single;secondary;no;yes;yes;failure
27;entrepreneur;married;tertiary;no;yes;yes;failure
25;self-employed;single;tertiary;no;yes;no;unknown
30;student;single;tertiary;no;yes;no;unknown
36;services;married;tertiary;no;yes;no;unknown
36;management;single;secondary;no;yes;no;other
40;blue-collar;single;primary;no;yes;no;unknown
30;admin.;single;secondary;no;yes;no;unknown
32;blue-collar;single;primary;no;yes;no;unknown
51;unemployed;married;secondary;no;yes;no;failure
37;management;single;tertiary;no;yes;no;unknown
35;management;single;tertiary;no;yes;no;failure
38;services;married;secondary;no;yes;no;failure
35;self-employed;single;tertiary;no;no;yes;unknown
35;technician;married;secondary;no;yes;no;failure
39;technician;married;secondary;no;yes;no;failure
30;management;single;tertiary;no;yes;no;unknown
33;blue-collar;single;secondary;no;yes;no;unknown
37;blue-collar;married;secondary;no;no;no;unknown
51;blue-collar;divorced;primary;no;yes;no;failure
35;blue-collar;married;secondary;no;yes;yes;failure
35;blue-collar;married;secondary;no;yes;no;other
26;admin.;single;secondary;no;yes;no;unknown
57;blue-collar;married;primary;no;yes;no;unknown
23;services;single;secondary;no;yes;no;unknown
38;services;single;secondary;no;yes;no;unknown
35;admin.;single;tertiary;no;yes;no;other
31;blue-collar;married;secondary;no;yes;yes;other
41;management;single;tertiary;no;yes;yes;unknown
43;blue-collar;divorced;secondary;no;yes;yes;failure
36;management;single;tertiary;no;yes;no;failure
59;services;married;secondary;no;yes;no;unknown
55;management;married;primary;no;yes;no;failure
34;blue-collar;married;secondary;no;yes;no;failure
44;management;divorced;tertiary;no;yes;no;success
40;blue-collar;divorced;secondary;no;yes;no;unknown
52;blue-collar;married;secondary;no;yes;no;unknown
34;blue-collar;single;secondary;no;yes;no;unknown
27;services;single;secondary;no;yes;yes;unknown
40;blue-collar;married;secondary;no;yes;no;failure
33;entrepreneur;single;tertiary;no;yes;no;other
44;blue-collar;married;tertiary;no;no;no;other
50;blue-collar;married;tertiary;no;yes;no;unknown
33;management;divorced;tertiary;no;yes;no;failure
39;blue-collar;single;primary;no;yes;yes;unknown
35;services;married;secondary;no;yes;no;unknown
47;admin.;divorced;tertiary;no;yes;no;failure
34;management;single;tertiary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
29;entrepreneur;married;secondary;no;yes;yes;unknown
37;services;single;tertiary;no;yes;no;failure
51;blue-collar;divorced;secondary;no;yes;no;other
22;management;single;tertiary;no;yes;no;unknown
36;services;single;secondary;no;yes;no;unknown
40;blue-collar;divorced;unknown;no;yes;no;failure
33;blue-collar;married;secondary;no;no;yes;unknown
37;blue-collar;married;secondary;no;yes;no;failure
31;blue-collar;single;secondary;no;no;no;other
44;management;married;tertiary;no;yes;no;other
29;blue-collar;married;primary;no;yes;no;unknown
53;management;married;tertiary;no;yes;no;failure
33;blue-collar;married;primary;no;yes;no;failure
30;services;married;secondary;no;yes;no;unknown
60;management;married;primary;no;yes;no;unknown
41;services;married;secondary;no;yes;no;success
26;admin.;single;secondary;no;yes;no;other
32;self-employed;married;secondary;no;yes;yes;unknown
38;management;married;tertiary;no;yes;no;failure
57;management;divorced;tertiary;no;yes;no;failure
27;blue-collar;single;primary;no;yes;no;unknown
39;admin.;married;secondary;no;yes;no;failure
37;management;single;secondary;no;no;no;unknown
47;admin.;married;secondary;no;yes;no;other
44;technician;single;secondary;no;yes;no;failure
25;blue-collar;single;primary;no;yes;no;unknown
57;services;single;primary;no;yes;no;unknown
43;blue-collar;married;primary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;no;failure
45;blue-collar;married;secondary;no;yes;no;failure
27;admin.;married;secondary;no;yes;no;unknown
42;services;single;tertiary;no;yes;no;unknown
45;management;married;tertiary;no;yes;no;unknown
37;services;married;secondary;no;yes;no;failure
42;blue-collar;married;secondary;no;yes;no;failure
35;technician;married;secondary;no;yes;yes;failure
41;self-employed;married;secondary;no;yes;no;unknown
53;admin.;married;primary;no;yes;no;unknown
39;management;single;tertiary;no;yes;yes;failure
35;blue-collar;single;secondary;no;yes;no;unknown
60;management;divorced;secondary;no;yes;no;failure
47;blue-collar;married;primary;no;yes;no;failure
32;blue-collar;married;secondary;no;yes;no;other
46;blue-collar;married;primary;no;yes;no;success
29;blue-collar;single;secondary;no;yes;yes;unknown
50;technician;divorced;secondary;no;yes;yes;failure
49;services;married;secondary;no;yes;no;failure
39;blue-collar;married;primary;no;yes;no;other
35;services;single;secondary;no;yes;no;unknown
34;blue-collar;married;primary;no;yes;no;unknown
43;services;single;secondary;no;yes;no;unknown
36;management;divorced;tertiary;no;yes;no;unknown
31;admin.;single;secondary;no;yes;no;other
58;management;married;tertiary;no;yes;no;success
51;technician;married;secondary;no;yes;yes;unknown
51;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;married;secondary;no;yes;no;unknown
57;blue-collar;married;secondary;no;yes;no;failure
46;management;married;tertiary;no;yes;no;failure
42;services;single;secondary;no;yes;no;unknown
41;services;divorced;secondary;no;yes;no;unknown
42;management;divorced;tertiary;no;yes;no;failure
34;management;single;tertiary;no;yes;no;unknown
31;services;single;secondary;no;yes;no;unknown
35;blue-collar;married;primary;no;yes;no;other
47;blue-collar;married;primary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;unknown
43;management;married;tertiary;no;yes;no;unknown
56;technician;married;unknown;no;yes;no;failure
32;technician;single;secondary;no;yes;no;other
46;services;divorced;secondary;no;yes;no;unknown
36;services;married;secondary;no;yes;no;unknown
47;blue-collar;divorced;primary;no;yes;no;other
38;blue-collar;married;primary;no;yes;yes;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
31;services;married;secondary;no;yes;no;unknown
35;unemployed;single;secondary;no;yes;no;failure
42;management;married;tertiary;no;yes;no;other
41;blue-collar;married;secondary;no;yes;yes;unknown
45;technician;divorced;secondary;no;yes;no;failure
31;unemployed;married;tertiary;no;yes;no;unknown
51;services;married;secondary;no;yes;no;failure
34;blue-collar;single;secondary;no;no;no;failure
38;blue-collar;divorced;primary;no;yes;no;unknown
33;blue-collar;married;primary;no;yes;no;unknown
51;blue-collar;married;primary;no;yes;yes;failure
38;technician;single;tertiary;no;yes;no;unknown
40;blue-collar;married;primary;no;yes;no;failure
36;blue-collar;married;primary;no;yes;no;unknown
37;admin.;married;secondary;no;yes;yes;failure
30;blue-collar;single;primary;no;yes;no;unknown
35;housemaid;single;secondary;no;yes;yes;unknown
52;management;divorced;secondary;no;yes;no;unknown
34;blue-collar;married;secondary;no;yes;no;unknown
45;admin.;married;secondary;no;yes;no;unknown
35;blue-collar;married;secondary;no;yes;no;unknown
36;blue-collar;married;primary;no;yes;yes;other
49;admin.;single;primary;no;yes;no;unknown
42;blue-collar;married;primary;no;yes;no;other
52;management;married;tertiary;no;yes;no;other
55;retired;married;secondary;no;yes;no;other
33;blue-collar;married;primary;no;yes;no;unknown
44;admin.;divorced;tertiary;no;yes;no;unknown
39;blue-collar;married;secondary;no;yes;no;failure
40;management;married;tertiary;no;yes;no;unknown
42;services;married;secondary;no;yes;yes;failure
32;blue-collar;married;secondary;no;yes;no;failure
27;management;single;tertiary;no;no;no;unknown
35;blue-collar;married;primary;no;yes;no;failure
47;blue-collar;married;unknown;no;yes;no;unknown
30;technician;single;tertiary;no;yes;no;unknown
29;services;divorced;secondary;no;yes;no;unknown
29;services;married;secondary;no;yes;no;unknown
48;technician;married;secondary;no;yes;no;unknown
33;technician;married;secondary;no;yes;yes;other
32;services;married;tertiary;no;no;yes;unknown
40;blue-collar;married;primary;no;yes;no;failure
32;technician;single;tertiary;no;yes;yes;unknown
55;technician;married;tertiary;no;yes;no;other
38;blue-collar;married;primary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;yes;unknown
31;services;single;secondary;no;yes;no;failure
44;services;married;secondary;no;yes;no;unknown
53;technician;married;secondary;no;no;no;unknown
41;management;married;tertiary;no;yes;yes;unknown
52;entrepreneur;married;secondary;no;yes;yes;unknown
35;blue-collar;single;unknown;no;yes;no;unknown
38;unemployed;single;secondary;no;yes;no;failure
49;entrepreneur;married;tertiary;no;yes;no;failure
29;blue-collar;single;primary;no;yes;no;other
35;technician;married;secondary;no;yes;no;failure
33;technician;single;secondary;no;yes;no;unknown
32;blue-collar;married;secondary;no;no;no;failure
39;management;single;tertiary;no;yes;no;unknown
42;services;divorced;secondary;no;no;no;failure
35;services;divorced;secondary;no;yes;no;failure
47;services;single;secondary;no;yes;no;failure
45;admin.;married;secondary;no;yes;no;unknown
30;management;single;tertiary;no;yes;yes;unknown
32;technician;married;tertiary;no;yes;no;unknown
27;student;single;secondary;no;yes;no;unknown
35;services;married;secondary;no;yes;no;unknown
34;management;married;tertiary;no;yes;no;unknown
32;services;single;secondary;no;yes;no;unknown
51;entrepreneur;married;secondary;no;yes;yes;unknown
28;blue-collar;single;secondary;no;yes;no;failure
26;services;single;tertiary;no;yes;no;failure
29;admin.;single;secondary;no;yes;no;unknown
38;management;divorced;tertiary;no;yes;no;unknown
42;blue-collar;married;primary;no;no;no;unknown
31;management;married;tertiary;no;yes;no;failure
37;services;married;secondary;no;yes;no;unknown
37;blue-collar;married;secondary;no;yes;yes;unknown
28;blue-collar;married;primary;no;yes;no;unknown
30;blue-collar;married;secondary;no;yes;no;unknown
35;blue-collar;married;unknown;no;yes;no;failure
35;blue-collar;single;primary;no;yes;no;unknown
45;blue-collar;married;primary;no;yes;no;unknown
40;blue-collar;single;primary;no;yes;no;unknown
34;services;single;secondary;no;yes;no;unknown
55;entrepreneur;divorced;tertiary;no;yes;no;unknown
40;services;divorced;secondary;no;yes;no;unknown
32;blue-collar;married;secondary;no;yes;no;failure
33;management;married;secondary;no;yes;no;other
56;blue-collar;married;secondary;no;no;no;unknown
30;blue-collar;single;secondary;no;yes;no;other
34;technician;divorced;secondary;no;yes;no;unknown
28;admin.;single;secondary;no;yes;no;other
47;admin.;married;secondary;no;yes;no;failure
46;blue-collar;married;secondary;no;yes;no;other
45;blue-collar;single;secondary;yes;yes;no;other
42;blue-collar;married;primary;no;yes;no;unknown
